store_50,store_122,store_87,store_547,store_894
6.469830180000551,5.33867670000015,3.897479739995306,-1.4654141949049118,6.48550775599984
6.635083336256036,6.182798167597806,5.486686252307967,-0.6325798180280301,6.262672548330511
10.100368224358542,9.072703611990626,7.175907729811028,2.8618270983912577,9.647532035768364
9.757981085685575,8.494032270803547,9.588221131100997,5.2793378285034525,10.017030252566297
8.323304280692511,7.825273520141637,7.23910306347896,1.2507130315331585,8.448074277204281
8.834780068197922,8.28707421887063,7.7360999351453135,1.5682725816297571,8.240647308774244
8.424811195506736,7.1689732299579525,7.536843178070814,1.6758155109340462,7.489930145331387
8.84801930354855,7.713708273234438,6.175603817000741,1.5001545321251515,8.558050263997249
9.013272459801419,8.557829740903468,7.764810329554295,2.332988908971635,8.335215056269224
12.478557347900244,11.447735185366325,9.454031807298989,5.827395825362631,11.720074543649078
12.136170209185998,10.869063844305836,11.866345208919146,8.244906555515584,12.089572760384373
10.701493404164097,10.200305093725003,9.517227141515571,4.216281758560678,10.52061678489247
11.212969191670673,10.662105792604047,10.014224013292548,4.533841308646643,10.313189816412965
10.803000318970135,9.544004803832792,9.81496725633911,4.64138423794338,9.562472652910508
11.226208426999829,10.08873984723146,8.453727895258517,4.46572325918127,10.630592771646581
11.391461583298993,10.932861315019691,10.042934407821534,5.298557636020346,10.407757564042383
14.856746471440124,13.82276675959782,11.732155885575565,8.792964552402493,13.792617051543058
14.514359332804336,13.244095418596343,14.14446928711595,11.210475282473107,14.162115268397834
13.07968252790742,12.57533666803842,11.795351219560828,7.181850485442595,12.59315929314671
13.591158315520536,13.03713736687861,12.292348091296196,7.499410035491495,12.385732324838429
13.18118944292743,11.919036378070327,12.093091334295083,7.60695296474599,11.635015161509184
13.604397551111031,12.46377142143009,10.731851973141898,7.431291986045074,12.70313528048896
13.769650707500624,13.307892889174225,12.321058485607773,8.264126362995581,12.480300073070842
17.234935595746087,16.197798333722734,14.01027996327618,11.758533279503633,15.865159560768479
16.892548457146702,15.61912699273745,16.422593364590675,14.17604400970319,16.2346577776748
15.457871652232575,14.950368242226668,14.073475296874024,10.147419212781983,14.665701802349727
15.969347439825649,15.412168941110236,14.570472168456275,10.464978762948181,14.458274833965529
15.559378567202815,14.294067952384097,14.371215411228086,10.5725216923291,13.70755767057645
15.982586675310326,14.838802995826647,13.009976049888625,10.396860713663571,14.775677789423346
16.147839780915664,15.682924463679033,14.599182562165907,11.229695090675056,14.552842581848292
19.613124618377984,18.572829908333425,16.28840403965569,14.72410200725726,17.937702069391623
19.2707374290544,17.994158567401538,18.7007174409172,17.14161273750992,18.30720028628158
17.835988340688278,17.325399816895313,16.35159937308683,13.112987940575747,16.738242008661306
18.347391844825587,17.787200515786214,16.848596244537205,13.430547490702637,16.53081273797742
17.937350688762024,16.669099527027846,16.649339487252192,13.538090420044815,15.780093272276716
18.360405380705085,17.21378717140896,15.288071601033442,13.36242944116223,16.848185625626737
18.52550512085334,18.057861240176916,16.877249588437316,14.195263817935814,16.625322652580067
21.990636592854898,20.947719285743446,18.566442541039905,17.68967073426372,20.010154374647506
21.647844274837684,20.368959882182324,20.978726997478034,20.107175854205064,20.37943831679884
20.21276229052005,19.700113069105516,18.629579984895145,16.078545447048487,18.81026806673441
20.72383289869926,20.16182570541868,19.126547911602767,16.396099386959136,18.60262682359993
20.06468096803128,19.043477906133397,18.92720482743439,16.50352063463312,17.73743644163541
20.238706018093836,19.587966139021376,17.565879139151974,16.327737974253345,18.691083341907316
20.15477611636216,20.431840796295603,19.154999324486628,17.16045066952366,18.353774915781575
23.37065803366098,23.321450638026942,20.844050019685927,20.654494591744115,21.62412414538375
22.778867924181636,22.742483694176606,23.256192638670328,23.071642327653034,21.879112104342617
21.094647485854242,21.84474348687056,20.90665020773184,19.042343704361716,20.195616491409154
21.356579640038813,22.07756272896706,21.4032227160713,19.359229428138175,19.87364988542332
20.697067134014752,20.730480283409236,21.203541595674782,19.466098531123958,19.008393084414244
20.870554680819893,21.046222308801795,19.68269828015461,19.28916905082237,19.961887521117994
20.786087275828283,21.661350758582827,21.112300838249872,20.120734926168694,19.62442663142354
24.00165160268733,24.32226318515877,22.64191836154222,23.61387334107027,22.894660436842557
23.409493423440203,23.514522807698977,24.894371911831165,26.02995305752348,23.149520947180786
21.725045577888263,22.616695020721203,22.385393993096784,21.999897246871054,21.465927265294393
21.9867503248417,22.849426683138855,22.72253101365012,22.316025783292588,21.14386259034921
21.326997279055533,21.502193115002637,22.36328100062517,22.39931362779427,20.278418993727925
21.500421213997853,21.817795579032197,20.84204838348528,22.19939756424697,21.231812679341935
21.41589019714978,22.432784467456923,22.271261639964987,23.007976856350954,20.894251038562054
24.631389737924582,25.09352700006857,23.800386461882187,26.477700127236524,24.164290401567655
24.039217251929365,24.285692747107387,26.05260320758431,28.87052721181503,24.418968493935846
22.35475509961735,23.387771084616727,23.543388484264003,24.817218769283333,22.735192394072875
22.616445539771377,23.620408037234238,23.880087627444674,25.109789439986322,22.412945300987396
21.956691319733388,22.273143302214436,23.520533141876793,25.19234348989634,21.547408012898572
22.13011408037726,22.58871459917744,21.998882759076754,24.991546998164637,22.50069934313714
22.045581889232793,23.203672320536267,23.42767824989452,25.799245862083637,22.163035346983133
25.26108142993121,25.8644140186824,24.956488705904775,29.268517265550322,25.433066045936314
24.668908943843547,25.056578931272938,27.208388712505005,31.660682981903456,25.68773536767124
22.984446791445258,24.158656434339164,24.698857250083517,27.606713171151096,24.003950497180703
23.246137231549778,24.391293386799862,25.03544072694561,27.898927707461986,23.681694633622595
22.58638301149873,23.044028651656866,24.675766166311735,27.981065517390427,22.816148574978644
22.759805772181302,23.35959994868608,23.154109001555643,27.77999941926208,23.769439798572716
22.675273581066506,23.974557670100495,24.582897710420397,28.58742867678586,23.431775695767232
25.8907731217557,26.635299368306107,26.11170118137578,32.0564304737272,26.701806288081706
25.29860063565046,25.827464280918473,28.363596576099347,34.44853608432745,26.956475609731985
23.6141384832444,24.92954178401495,25.85406050180249,30.39450616783084,25.272690739167096
23.87582892333851,25.162178736502344,26.19063936679374,30.686660598401303,24.95043487553243
23.21607470323571,23.814914001352044,25.83096460304641,30.76879840818064,24.084888816889745
23.389497463860394,24.13048529836487,24.30930723516998,30.567732309900926,25.038180040481418
23.30496527269066,24.74544301976651,25.73809574092149,31.375161567276958,24.700515937673977
26.520464813376936,27.40618471796885,27.266899211878307,34.84416336421816,27.970546529985736
25.928292327277546,26.59834963058704,29.51879460659893,37.23626897482106,28.225215851643895
24.243830174866314,25.70042713367911,27.009258532304077,33.182239058321336,26.54143098107187
24.50552061496149,25.93306408616922,27.34583739729452,33.47439348889207,26.21917511744123
23.845766394858494,24.58579935101616,26.98616263354871,33.556531298674216,25.35362905879636
24.01918915548357,24.901370648030234,25.464505265674454,33.3554652003963,26.30692028238857
23.934656964316314,25.516328369433822,26.893293771425487,34.16289445777262,25.96925617958292
27.150156505004013,28.17707006763677,28.42209724238256,37.63189625471623,29.239286771897184
26.55798401890391,27.369234980254017,30.673992637104753,40.024001865318645,29.49395609355095
24.87352186648823,26.47131248334327,28.164456562805665,35.96997194881183,27.81017122297664
25.135212306583075,26.703949435832154,28.50103542779995,36.26212637938692,27.4879153593456
24.47545808648315,25.356684700682024,28.141360664046047,36.34426418916392,26.62236930070469
24.648880847107147,25.672255997696094,26.619703296170197,36.14319809088232,27.57566052429517
24.564348655941977,26.287213719101135,28.04849180192948,36.95062734826829,27.237996421491875
27.779848196619135,28.94795541729646,29.57729527287568,40.41962914519307,30.50802701379338
27.18767571052724,28.140120329919217,31.82919066760568,42.811734755810434,30.762696335458383
25.50321355811398,27.24219783301091,29.319654593303962,38.75770483930207,29.078911464885756
25.76490399820783,27.474834785497993,29.656233458300797,39.04985926987949,28.756655601253332
25.105149778107805,26.127570050347888,29.296558694543386,39.13199707965364,27.891109542613027
25.278572538732416,26.443141347360424,27.77490132667896,38.930930981383185,28.844400766203538
25.19404034756764,27.058099068768442,29.20368983243347,39.73836023876396,28.50673666340083
28.409539888246215,29.718840766964377,30.732493303379936,43.20736203569113,31.776767255704826
27.81736740214683,28.911005679581052,32.98438869810796,45.5994676463004,32.031436577361355
26.13290524973205,28.01308318267159,30.47485262380884,41.54543772979281,30.34765170678618
26.394595689833977,28.245720135167765,30.811431488797,41.837592160367954,30.025395843165494
25.734841469728714,26.898455400010256,30.451756725050643,41.91972997015109,29.159849784517927
25.908264230355794,27.214026697026036,28.930099357179067,41.71866387187387,30.11314100811041
25.823732039191786,27.82898441843445,30.358887862934562,42.52609312925506,29.775476905307563
29.03923157987037,30.48972611662971,31.887691333883325,45.995094926185644,33.04550749761256
28.44705909376641,29.681891029242884,34.13958672861023,48.38720053679037,33.300176819264315
26.7625969413629,28.783968532341518,31.63005065431287,44.33317062029584,31.616391948703004
27.02428738145873,29.016605484833605,31.966629519297847,44.62532505086051,31.294136085073227
26.364533161353368,27.669340749676117,31.606954755547978,44.707462860640796,30.42859002642626
26.53795592197897,27.984912046691402,30.085297387683532,44.50639676236925,31.38188125001757
26.453423730818958,28.599869768103066,31.514085893441454,45.31382601975529,31.044217147218728
29.668923271488417,31.260611466291994,33.04288936437731,48.782827816666035,34.31424773951247
29.076750785393493,30.45277637891145,35.29478475910982,51.174933427283975,34.56891706117622
27.392288632984815,29.55485388200567,32.78524868481446,47.120903510786334,32.88513219060778
27.65397907308032,29.787490834496545,33.12182754980327,47.41305794135537,32.5628763269776
26.994224852976153,28.440226099340236,32.76215278605028,47.49519575113437,31.697330268332877
27.16764761360215,28.755797396356765,31.240495418188008,47.294129652864626,32.650621491924724
